PARCEL_ID,PARCEL_ID_FROM_ADDRESS,PARCEL_ID_FROM_GEOMETRY,LISTING_ID,LATITUDE,LONGITUDE,ADDRESS,ZIP_CODE,PRICE,IS_VACANT
0008K00022000000,,0008K00022000000,28307547,40.446051,-80.008904,271 N Shore Dr,15212,,False
0335L00085000000,0335L00085000000,0335L00085000000,28101312,40.446788,-80.154142,5490 Campbells Run Rd,15205,,False
,,,28068885,40.318592,-80.11012,2585 Maple Ln,15241,,True
0203A00268000000,,0203A00268000000,27538763,40.43509,-80.13048,600-611 Parkway View Dr,15205,,False
0335L00086000000,0335L00086000000,0335L00086000000,27398357,40.447437,-80.15666,5400 Campbells Run Rd,15205,,False
0001D00259000A00,0001D00259000A00,0001D00259000000,27214143,40.440909,-79.999532,301 5th Ave,15222,,False
0264F00027000000,,0264F00027000000,27122159,40.431279,-80.144614,100 Merchant Ln,15205,,False
0064P00170000A00,0064P00170000A00,0064P00170000A00,26567608,40.394854,-80.061158,151 Roessler Rd,15220,,False
1010C00178000000,1010C00178000000,1010C00178000000,26066529,40.286918,-80.021702,4120 Brownsville Rd,15129,,False
0196H00028000000,0196H00028000000,0196H00028000000,25410637,40.372556,-80.100646,1225 Washington Pike,15017,,False
0470J00034000000,0470J00034000000,0470J00034000000,25254845,40.329578,-79.948395,491 E Bruceton Rd,15236,,False
0472C00160000000,0472C00160000000,0472C00155000000,25253795,40.335825,-79.97185,275 Curry Hollow Rd,15236,,False
0264D00202000000,,0264D00202000000,25049745,40.433086,-80.133588,1200-1207 Parkway View Dr,15205,,False
0179A00001000000,,0179A00001000000,24859904,40.410358,-79.896306,881 E Waterfront Drive,15120,,False
0009P00050000200,0009P00050000200,0009P00050000000,24698757,40.444417,-79.994215,1001 Liberty Ave,15222,,False
0001H0037000CU00,0001H0037000CU00,0001H0037000AU00,24589212,40.438925,-80.001327,304 Wood St,15222,,False
0103M00334000000,0103M00334000000,0103M00334000000,24416346,40.407951,-80.08555,146-150 E Main St,15106,,False
0464K00100000000,0464K00100000000,0464E00235000000,24284828,40.329785,-79.845478,200 28th St,15132,,False
0394H00085000000,0394H00085000000,0394H00085000000,23779858,40.341008,-80.051978,110 Fort Couch Rd,15241,,False
0009G00170000000,,0009G00170000000,23697480,40.448706,-79.990425,116 15th St,15222,,False
0001D00125000000,0001D00125000000,0001D00125000000,23281619,40.441531,-80.002822,100 5th Ave,15222,,False
1244L00372000000,,1244L00372000000,22320071,40.427532,-79.707943,5030-5070 William Penn Hwy,15146,,False
0192L00024000000,0192L00024000000,0192M00050000000,22311236,40.369267,-80.035808,305 Mt Lebanon Blvd,15234,,False
0002J00144000000,0002J00144000000,0002J00144000000,22096599,40.437238,-79.997709,510 3rd Ave,15219,,False
0143S00152000000,0143S00152000000,0143S00152000000,21874345,40.374611,-80.070091,1145 Bower Hill Rd,15243,,False
0266N00216000000,,0266N00216000000,21767348,40.443913,-80.146223,6080-6111 Steubenville Pike,15136,,False
0012F00125000000,0012F00125000000,0012F00125000000,21711476,40.428791,-79.978199,1923 E Carson St,15203,,False
0100H00202000000,0100H00202000000,0100G00201000000,21360850,40.390364,-80.071138,2101 Greentree Rd,15220,,False
0743J00246000000,0743J00246000000,0743J00246000000,21188717,40.437563,-79.78099,3824 Northern Pike,15146,,False
0319M00280000000,,0319M00280000000,21188051,40.349195,-80.051383,1699 Washington Rd,15228,,False
0141B00161000000,0141B00161000000,0141B00161000000,20693874,40.383055,-80.043599,603 Washington Rd,15228,,False
0335H00100000000,,0335H00100000000,20658435,40.448404,-80.152933,300 Mosites Way,15205,,True
0099B00009000000,0099B00009000000,0099B00009000000,20017702,40.393613,-80.062157,110 Roessler Rd,15220,,False
0250C00096000C00,0250C00096000C00,0250C00096000C00,19886732,40.363903,-80.022619,3757 Library Rd,15234,,False
0009N00080000400,0009N00080000400,0009N00080000200,19886731,40.443465,-79.998881,808 Penn Ave,15222,,False
0009K00275000000,0009K00275000000,0009K00275000000,19801020,40.44816,-79.992969,1251 Waterfront Pl,15222,,False
0335H00050000000,,0335H00050000000,19219533,40.4491,-80.150572,600 Mosites Way,15205,,True
0245M00150000000,0245M00150000000,0245M00150000000,19053224,40.358325,-79.937043,1200 Lebanon Rd,15122,,False
0001G00141000000,,0001G00141000000,18114267,40.439476,-80.005711,60 Boulevard of the Allies,15222,,False
0571K00200000000,0571K00200000000,0571P00005000000,18002858,40.318837,-80.111174,1121 Boyce Rd,15241,,False
0102B00287000000,0102B00287000000,0102B00287000000,17428239,40.40446,-80.092424,1 Veterans Way,15106,,False
0002J00104000000,0002J00104000000,0002J00104000000,17178124,40.438043,-79.998638,301 Grant St,15219,,False
0392F00135000000,,0392F00135000000,16050488,40.342634,-80.027203,4950-5002 Library Rd,15102,,False
0856E00040000000,,0856E00040000000,15547887,40.439718,-79.761814,4201-4221 William Penn Hwy,15146,,False
0028N00315000000,0028N00315000000,0028N00315000000,14986128,40.433376,-79.964729,709 Technology Dr,15219,,False
0009G00115000000,0009G00115000000,0009G00115000000,14630121,40.447833,-79.988397,1400-1520 Penn Ave,15222,,False
0009L00070000000,0009L00070000000,0009L00070000000,14630111,40.446318,-79.990899,1200-1350 Penn Ave,15222,,False
0335D00250000000,0335D00250000000,0335D00250000000,14542586,40.448778,-80.154341,100 High Tower Blvd,15205,,False
0319H00190000000,0319H00190000000,0319H00190000001,14479871,40.350659,-80.052458,1700 N Highland Rd,15241,,False
0017F00320000000,0017F00320000000,0017F00320000000,9339675,40.420391,-80.045016,969 Greentree Rd,15220,,False
0002A00199000000,0002A00199000000,0002A00199000000,8383906,40.442719,-79.995829,421 Seventh Ave,15219,,False
0008F00118000000,0008F00118000000,0008F00118000000,6314387,40.448939,-80.00867,503 Martindale St,15212,,False
0323G00004000000,0323G00004000000,0323G00004000000,6313756,40.351727,-80.123768,44 Abele Rd,15017,,False
0855K00234000000,0855K00234000000,0855K00234000000,4817391,40.446617,-79.760321,339 Old Haymaker Rd,15146,,False
0008K00015000000,,0008K00015000000,4430961,40.446369,-80.01067,316-330 N Shore Dr,15212,,False
0038B00120000000,0038B00120000000,0038B00120000000,4430605,40.422205,-80.060732,651 Holiday Dr,15220,,False
0542K00015000000,,0542K00015000000,4428116,40.428625,-79.811406,201 Penn Center Blvd,15235,,False
0002E00225000000,0002E00225000000,0002E00225000000,4390157,40.43961,-79.99572,500 Grant St,15219,,False
0001M00018000000,,0001M00018000000,4282010,40.437384,-80.001742,Fort Pitt Blvd,15222,,False
0375M00092000000,,0375M00092000000,4225328,40.398494,-79.834946,700 Braddock Ave,15145,,False
0307E00116000000,0307E00116000000,0307J00295000000,4080900,40.351474,-79.862645,400-410 Lysle Blvd,15132,,False
0249M00100000000,0249M00100000000,0249M00100000000,4029118,40.359328,-80.001118,5301 Grove Rd,15236,,False
0007F00058000000,,0007F00058000000,3937914,40.449256,-80.027219,1501 Reedsdale St,15233,,False
0373N00160000000,,0373N00160000000,15516615,40.416068,-79.848725,2324-2372 Ardmore Blvd,15221,10.0,False
0567K00028000000,0567K00028000000,0567K00028000000,38306315,40.321029,-80.044131,5425 Enterprise Blvd,15102,20.0,False
0639L00024000000,,0639L00024000000,38224933,40.426664,-79.787914,2526 Monroeville Blvd,15146,13.0,False
,,,37710352,40.43713,-80.0261,342-346 Shaler St,15211,0.28,True
0649P00008000000,0649P00008000000,0649P00008000000,37233013,40.326218,-79.795609,2430 Lincoln Way,15131,8.18,False
,,,37108061,40.43763,-79.97898,1911 Forbes Ave,15219,3.38,True
0547M00092000000,0547M00092000000,0547M00092000000,36837601,40.378407,-79.803138,1101 Lincoln Hwy,15137,10.0,False
0799D00006000000,,0799D00006000000,36800730,40.442024,-80.235173,100 Imperial Plaza Dr,15071,12.0,False
0175L00204000000,,0175L00204000000,36431035,40.446496,-79.889309,333-335 Meade St,15221,8.0,False
0314F00300000000,0314F00300000000,0314F00300000000,35997937,40.351317,-79.977822,4800 Clairton Blvd,15236,10.0,False
1001K00275000000,,1001K00275000000,35769491,40.28174,-79.875296,760 Atlantic Avenue,15037,0.83,True
1133J00332000000,,1133J00332000000,35653265,40.27218,-79.898375,808 6th St,15088,3.6,False
0476R00306000000,0476R00306000000,0476R00305000000,35605086,40.327824,-80.038804,2884 Industrial Blvd,15102,,False
0885E00130000000,0885E00130000000,0885E00130000000,35151315,40.293518,-79.99724,2550 Brownsville Rd,15129,18.0,False
0455P00072000000,,0455P00072000000,35125383,40.404597,-79.825854,900-904 Penn Ave,15145,7.5,False
0203L00180000000,0203L00180000000,0203L00180000000,34834450,40.427713,-80.123897,1 Penn Center Blvd,15276,26.25,False
0313M00050000000,0313M00050000000,0313M00050000000,34492069,40.350152,-79.950885,540 Delwar Rd,15236,16.0,False
0102J00290000000,0102J00290000000,0102J00185000000,34213649,40.398907,-80.097113,1000 Gregg St,15106,5.5,False
0648A00190000000,,0648A00190000000,33742151,40.344905,-79.79718,3025 Jacks Run Rd,15131,10.0,False
0130B00276000000,0130B00276000000,0130B00276000000,32159297,40.413598,-79.910023,395 E Waterfront Dr,15120,20.0,False
0255J00243000000,0255J00243000000,0255J00243000000,31866138,40.35842,-80.112539,500 Washington Ave,15017,41.0,False
0763P00215000000,0763P00215000000,0763P00215000000,31546930,40.297841,-79.875653,265 State St,15025,18.0,False
0236R00245000000,,0236R00245000000,31182905,40.405926,-79.873449,200 Braddock Ave,15104,1.52,True
1244L00372000000,1244L00372000000,1244L00140000000,29595594,40.426786,-79.707867,5070 William Penn Hwy,15146,10.0,False
0176H00038000000,,0176H00038000000,29503561,40.440638,-79.884664,734-736 Franklin Ave,15221,3.72,False
0012F00186000000,,0012F00186000000,29098153,40.430027,-79.976798,2000 Wharton St,15203,11.0,False
1133J00253000000,,1133J00253000000,26298398,40.272099,-79.897844,"800 Fifth Street, West Elizabeth, PA 15088",15037,10.0,False
0799D00002000000,0799D00002000000,0799D00002000000,26097682,40.441553,-80.233982,7958 Steubenville Pike,15126,8.0,False
0558K00075000000,,0558K00075000000,17513452,40.31894,-79.893365,Alleghany Ave,15045,3.0,False
0088F00012000000,,0088F00012000000,13616143,40.419344,-79.927889,826-830 Hazelwood Ave,15217,10.0,False
0001R00020000000,,0001R00020000000,6539808,40.433848,-80.004321,124 W Station Square Dr,15219,35.0,False
0139A00187000000,0139A00187000000,0139A00187000000,38870109,40.383091,-80.013911,415 McNeilly Rd,15226,,False
0002J00113000000,0002J00113000000,0002J00113000000,38642733,40.437599,-79.998994,453 Blvd of the Allies,15219,,False
,,,38608098,40.40437,-80.039279,2843 Banksville Road,15216,,True
0855G00268000000,0855G00268000000,0855G00268000000,38492209,40.449215,-79.756481,2500 Eldo Rd,15146,,False
0397E00001000000,0397E00001000000,0397E00001000000,38492143,40.342216,-80.112389,500 Bursca Dr,15017,,False
0393A00150000000,0393A00150000000,0393A00150000000,38391867,40.344524,-80.048206,1700 Oxford Dr,15102,,False
1569L00195000000,1569L00195000000,1569L00195000000,38319788,40.24273,-79.807189,2101 Douglas Run Rd,15083,,False
0142H00052000000,0142H00052000000,0142H00052000000,37184005,40.380653,-80.052838,301 Cochran Rd,15228,,True
0335E00065000000,0335E00065000000,0335E00065000000,37151246,40.448952,-80.164604,2 Robinson Plz,15205,,False
0006A00125000000,,0006A00125000000,36232327,40.441782,-80.031988,317-325 S Main St,15220,,False
1315S00006000000,1315S00006000000,1315S00006000000,35862362,40.443182,-80.300695,200 Solar Dr,15126,,False
0252S00125000000,,0252S00125000000,35405406,40.356996,-80.051847,1500- Washington Rd,15228,,False
0189S00183000000,,0189S00183000000,34614075,40.365582,-79.98336,4031-4190 Brownsville Rd,15227,,False
0087G00064000000,,0087G00064000000,34424327,40.428661,-79.924099,2621-2731 Murray Ave,15217,,False
0319M00300000000,,0319M00300000000,33851394,40.346297,-80.050822,2600-6000 Oxford Dr,15102,,False
0178C00200000000,0178C00200000000,0178C00200000000,33741002,40.421495,-79.889503,7400-7406 Church St,15218,,False
0645G00340000000,0645G00340000000,0645H00371000000,33506551,40.37113,-79.785424,1701 Lincoln Hwy,15137,,False
0003S00244000000,0003S00244000000,0003S00244000000,33434111,40.425824,-79.98395,1400 Breed St,15203,,False
0029J00220000000,,0029J00220000000,33251531,40.426682,-79.962003,2950 S Water St,15203,,False
0130C00125000000,,0130C00125000000,33232741,40.411782,-79.905346,100-148 W Bridge St,15120,,False
0030A00283000000,0030A00283000000,0030A00283000000,32879381,40.422744,-79.964317,3030 Jane St,15203,,False
0378B00084000000,,0378B00084000000,31886478,40.369357,-79.839053,S Linden St,15110,,True
0323L00003000000,,0323L00003000000,31219946,40.349449,-80.120457,100 Emerson Ln,15017,,False
0552J00100000000,,0552J00100000000,30995487,40.330722,-79.814462,0 Long Road run,15131,,True
0175K00073000000,0175K00073000000,0175K00071000000,30649110,40.446928,-79.894169,7619 Penn Ave,15221,,False
0690F0000900T100,0690F0000900T100,0690N00040000000,30634046,40.438342,-80.229438,370 Imperial Industrial Park Dr,15071,,True
0653K00060000000,0653K00060000000,0653K00060000000,29860297,40.310176,-79.825588,5700 Smithfield St,15135,,False
0743S00315000000,0743S00315000000,0743S00315000000,29341280,40.436264,-79.767939,4075 Monroeville Blvd,15146,,False
0089M00050000000,,0089M00050000000,28986661,40.408589,-79.916312,137 W Bridge St,15120,,False
1175N00005000000,1175N00005000000,1175N00005000000,28806124,40.44758,-80.30236,155 Solar Dr,15126,,True
0799D00013000000,,0799D00013000000,28449046,40.442855,-80.235953,400-650 Penn Lincoln Dr,15126,,False
0029N00189000000,,0029N00189000000,26930237,40.42605,-79.965783,2800 E Carson St,15203,,True
0325N00004000000,0325N00004000000,0325N00004000000,26564779,40.347233,-80.165985,3 Nicholson Dr,15031,,False
0239D00025000000,0239D00025000000,0239D00025000000,24965739,40.383867,-79.868802,1300-1800 Hoffman Blvd,15122,,False
0002E00077000001,,0002E00077000001,24410154,40.438828,-79.999133,400-416 Smithfield St,15219,,False
0102M00180000000,0102M00180000000,0102M00175000000,18895789,40.397042,-80.085126,1160 Washington Ave,15106,,False
0012M00036000000,0012M00036000000,0012M00330000200,17029459,40.42742,-79.966991,2600 E Carson St,15203,,False
0375H00005000000,,0375H00005000000,4225327,40.40018,-79.832974,500-698 Braddock Ave,15112,,False
0412F00010000000,,0412F00010000000,4091475,40.448415,-80.18013,211-225 Summit Park Dr,15275,,False
,,,36771502,40.406554,-79.865992,539 Corey Ave,15104,6.0,False
0015K00020000000,,0015K00020000000,34714994,40.416086,-80.01086,620 W Warrington Ave,15226,13.4,False
0056E00014000000,,0056E00014000000,35337355,40.414414,-79.949202,4612 Lytle St,15207,,False
0143S00208000000,0143S00208000000,0143S00208000000,11372251,40.375809,-80.067855,1099 Bower Hill Rd,15243,,False
0591M00203000000,0591M00203000000,0591M00203000000,29694229,40.454976,-80.204476,112 Technology Dr,15275,,False
0084M00216000000,0084M00216000000,0084M00216000000,4413246,40.457043,-79.917183,6425 Living Pl,15206,,False
0592S00392000000,0592S00392000000,0592S00392000000,3938158,40.463684,-80.204217,173 Industry Dr,15275,,False
0051K00251000000,0051K00251000000,0051K00251000000,27116652,40.455325,-79.944999,5001 Baum Blvd,15213,,False
0698D00225000000,0698D00225000000,0698D00225000000,18092541,40.521096,-80.220155,5920-5990 University Blvd,15108,,False
0048P00215000000,0048P00215000000,0048P00215000000,38820580,40.464336,-79.976941,800 Waterfront Dr,15222,19.0,False
0719J00341000000,0719J00341000000,0719J00341000000,38703827,40.562488,-79.966164,3996 Mt Royal Blvd,15101,17.91,False
1077N00349000000,1077N00349000000,1077N00349000000,38671769,40.59063,-79.94676,2879 Wildwood Road Ext,15101,19.0,False
0080K00281000000,0080K00281000000,0080K00277000000,38634411,40.47539,-79.957849,4745 Butler St,15201,20.86,False
0500A00050000B00,0500A00050000B00,0500A00050000B00,38520291,40.479773,-80.199601,125 Hookstown Grade Rd,15108,8.15,False
1077J00162000000,1077J00162000000,1077J00167000000,38410554,40.593578,-79.946594,4706 Route 8,15101,18.0,False
0007D00171000000,0007D00171000000,0007D00171000000,38320303,40.451614,-80.016988,913-915 Western Ave,15233,22.0,False
1348L00190000000,,1348L00190000000,38199199,40.611722,-80.05601,103 N Meadows Dr,15090,13.0,False
1998D00007000000,1998D00007000000,1998D00007000000,38181591,40.656045,-80.084313,357 Northgate Dr,15086,14.0,False
1519P00260000000,1519P00260000000,1519P00260000000,38087429,40.619474,-79.725939,1600 Pacific Ave,15065,12.775,False
0084E00078000000,0084E00078000000,0084E00078000000,38082317,40.459258,-79.931217,5777 Baum Blvd,15206,20.0,False
0291N00006000000,0291N00006000000,0291N00006000000,38066461,40.502992,-79.865227,207 Sigma Dr,15238,17.0,False
0517P00106000000,,0517P00106000000,38058416,40.542292,-80.027866,3471-3475 Babcock Blvd,15237,24.0,False
0280J00376000000,0280J00376000000,0280J00360000000,38007273,40.514274,-80.030767,101 Bellevue Rd,15229,19.5,False
0025G00195000000,0025G00195000000,0025G00195000000,37990996,40.458936,-79.972157,3014 Penn Ave,15201,11.6,False
0084J00278000000,0084J00278000000,0084J00278000000,37930744,40.456894,-79.929399,5850 Ellsworth Ave,15232,27.27,False
1824H00021000000,1824H00021000000,1824H00021000000,37897138,40.643036,-80.06858,105 Bradford Rd,15090,22.0,False
1658F00003000000,1658F00003000000,1658F00003000000,37894221,40.634941,-80.059711,12300 PERRY Hwy,15090,22.0,False
1825J00026000000,1825J00026000000,1825J00026000000,37868926,40.64174,-80.064327,5000 Stonewood Dr,15090,24.0,False
1825E00036000000,1825E00036000000,1825E00036000000,37866277,40.642468,-80.065627,1000 Stonewood Dr,15090,22.0,False
2181S00007000000,2181S00007000000,2181S00007000000,37837903,40.657278,-80.08411,380 Northgate Dr,15086,15.0,False
0591S00109000000,0591S00109000000,0591S00109000000,37820147,40.455181,-80.201026,115 Technology Dr,15275,20.0,False
1346R00127000000,1346R00127000000,1346R00127000000,37786314,40.609608,-80.088776,2000 Corporate Dr,15090,18.0,False
1241J00247000000,1241J00247000000,1241J00247000000,37785365,40.455665,-79.715694,772 Pine Valley Dr,15239,8.5,False
0719E00218000000,0719E00218000000,0719E00221000000,37739964,40.565188,-79.963878,4068 Mt Royal Blvd,15101,19.8,False
1825J00022000000,1825J00022000000,1825J00022000000,37707395,40.64068,-80.064473,7000 Stonewood Dr,15090,21.0,False
0118G00150000000,0118G00150000000,0118G00149000000,37704788,40.488623,-79.972077,820 Evergreen Ave,15209,28.75,False
0596K00005061100,0596K00005061100,0596K00005000000,37620957,40.504193,-80.210645,600 Commerce Dr,15108,13.68,False
0050J00105000000,0050J00105000000,0050J00105000000,37615753,40.465233,-79.946654,4736 Penn Ave,15224,19.5,False
0516D00004000000,0516D00004000000,0516D00004000000,37538109,40.549521,-80.037287,7703 Perry Hwy,15237,14.0,False
1508N00246000000,1508N00246000000,1508N00246000000,37523818,40.61909,-79.913059,4388 Gibsonia Rd,15044,10.0,False
0025L00032000000,,0025L00032000000,37294542,40.456756,-79.973695,2828-2840 Liberty Ave,15222,25.0,False
0421B00118000001,0421B00118000001,0421B00118000001,37149473,40.53992,-80.17898,529 Beaver St,15143,10.5,False
1679E00223000000,1679E00223000000,1679E00223000000,37141278,40.634413,-79.714138,2615 Freeport Rd,15065,14.0,False
0342A00121000000,,0342A00121000000,37068395,40.51915,-80.162948,1001 3rd Ave,15108,8.74,False
1240R00251000000,,1240R00251000000,36787118,40.462478,-79.706567,902-932 Presque Is,15239,20.0,False
0627N00070000000,0627N00070000000,0627N00063000000,36787001,40.541034,-79.798815,1500 Pittsburgh St,15024,7.5,False
1348F00005000000,1348F00005000000,1348F00005000000,36786559,40.61406,-80.061745,6200 Brooktree Rd,15090,20.0,False
1348F00004000000,1348F00004000000,1348F00004000000,36786558,40.613529,-80.061835,6400 Brooktree Ct,15090,20.0,False
0051P00178000000,0051P00178000000,0051P00178000000,36758617,40.454208,-79.943585,5020 Centre Ave,15213,32.760000000000005,False
0741G00042000000,0741G00042000000,0741G00042000000,36735480,40.460192,-79.77045,460-470 Old Frankstown Rd,15146,12.0,False
0025G00007000000,0025G00007000000,0025G00011000000,36726190,40.459548,-79.973931,2949 Smallman St,15201,9.0,False
0048K00330000000,0048K00330000000,0048K00330000000,36298564,40.465099,-79.977217,700 Waterfront Dr,15222,12.0,False
0517J00267000000,0517J00267000000,0517J00267000000,36095514,40.543062,-80.028883,5439 Babcock Blvd,15237,18.0,False
0084C00260000000,,0084C00260000000,35847152,40.462251,-79.923193,6023-6033 Broad St,15206,19.25,False
0119R00016000000,0119R00016000000,0119R00016000000,35702196,40.483216,-79.955966,12-28 McCandless Ave,15201,14.0,False
1205D00319000000,1205D00319000000,1205D00319000000,35493472,40.60827,-80.053235,10475 Perry Hwy,15090,19.0,False
1348C00004000000,1348C00004000000,1348C00004000000,35379652,40.615637,-80.054457,10810 Perry Hwy,15090,1.84,True
0944R00023000000,0944R00023000000,0944R00023000000,35360501,40.580664,-80.037213,9576 Perry Hwy,15237,20.0,False
0431F00287000000,0431F00287000000,0431F00287000000,35041977,40.536917,-80.008995,2003 Cheryl Dr,15237,9.0,False
0825M00356000000,0825M00356000000,0825M00356000000,34896430,40.57261,-80.036467,9120 Perry Hwy,15237,13.71,False
0125F00249000000,0125F00249000000,0125F00249000000,34807131,40.458371,-79.907894,6960 5th Ave,15208,2.94,True
0168J00286000000,0168J00286000000,0168J00286000000,34790028,40.494892,-79.931003,1045 N Canal St,15215,14.5,False
0049N00294000000,0049N00294000000,0049N00294000000,34716242,40.463545,-79.963086,3649 Mintwood St,15201,28.75,False
0084C00160000000,0084C00160000000,0084C00160000000,34657811,40.461309,-79.923379,6101 Penn Ave,15206,26.369999999999997,False
0949H00066000000,,0949H00066000000,34646486,40.584806,-79.951035,4485 William Flynn Hwy,15101,18.0,False
0051P00070000000,0051P00070000000,0051P00070000000,34552864,40.454448,-79.944874,282 Morewood Ave,15213,18.335,False
1077J00209000000,,1077J00209000000,34479435,40.592405,-79.947716,4678 William Flynn Hwy,15101,29.5,False
0352G00274000000,0352G00274000000,0352G00274000000,33994973,40.526192,-80.005072,4814-4818 Mcknight Rd,15237,35.0,False
1346R00129000000,1346R00129000000,1346R00129000000,33919154,40.610236,-80.087623,2400 Corporate Dr,15090,19.0,False
1348G00012000000,1348G00012000000,1348G00012000000,33909684,40.615329,-80.057903,2500 Brooktree Rd,15090,19.5,False
0083P00165000000,0083P00165000000,0083P00165000000,33585955,40.46369,-79.92683,224 N Euclid Ave,15206,28.0,False
0027D00253000000,0027D00253000000,0027D00308000000,33583429,40.452224,-79.950111,4638 Centre Ave,15213,21.5,False
0175A00122000000,,0175A00122000000,33565521,40.450921,-79.897148,400 N Lexington St,15208,18.75,False
0213B00040000000,0213B00040000000,0213B00040000000,33432025,40.50994,-80.09269,8100 Ohio River Blvd,15202,12.0,False
0228C00144000000,0228C00144000000,0228C00144000000,33380357,40.489786,-79.871151,1388 Freeport Rd,15238,16.5,False
0596F00160000000,0596F00160000000,0596F00160000000,32996880,40.508871,-80.211838,960 Beaver Grade Rd,15108,15.0,False
0450C00400000000,,0450C00400000000,32579715,40.462579,-79.82713,230 Rodi & Frankstown Rd,15215,16.0,False
1240S00340000000,1240S00340000000,1240S00340000000,32407826,40.462921,-79.704265,100 Sandune Dr,15239,12.0,False
0448C00196000000,0448C00196000000,0448C00196000000,32113322,40.480701,-79.822943,12827 Frankstown Rd,15235,8.175,False
0052D00157000000,0052D00157000000,0052D00157000000,31658409,40.451063,-79.935038,730 Copeland St,15232,34.56,False
0048S00204000000,0048S00204000000,0048S00204000000,31419518,40.462666,-79.96768,3345 Penn Ave,15201,18.0,False
1348G00010000000,1348G00010000000,1348G00010000000,31113845,40.614538,-80.05837,9500 Brooktree Rd,15090,22.0,False
1348F00012000000,1348F00012000000,1348F00012000000,31113842,40.614409,-80.060314,6500 Brooktree Rd,15090,20.0,False
1348F00013000000,1348F00013000000,1348F00013000000,31113839,40.614384,-80.059817,7500 Brooktree Rd,15090,22.5,False
1348F00010000000,1348F00010000000,1348F00010000000,31113838,40.615147,-80.059586,4500 Brooktree Rd,15090,22.0,False
1348C00001000000,1348C00001000000,1348C00001000000,31113835,40.616193,-80.057475,1000 Brooktree Rd,15090,19.5,False
1508R00001000000,1508R00001000000,1508R00001000000,31093856,40.62063,-79.906605,1628 Middle Road Ext,15044,10.0,False
1346R00255000000,1346R00255000000,1346R00255000000,31012727,40.609874,-80.090602,2559A Brandt School Rd,15090,22.9,False
1665C00196000000,1665C00196000000,1665C00202000000,30858712,40.636425,-79.942311,5600 William Flynn Hwy,15044,27.0,False
0292K00162000000,,0292K00162000000,30379819,40.494959,-79.859415,401-407 Freeport Rd,15238,20.0,False
0021D00028000000,0021D00028000000,0021D00043000000,30086135,40.461945,-80.03397,1700 Island Ave,15233,8.5,False
0342E00301000000,0342E00301000000,0342E00301000000,29617157,40.518443,-80.164759,938 4th Ave,15108,15.0,False
0276R00146000000,0276R00146000000,0276R00146000000,29490011,40.5122,-80.091168,82-84 Center Ave,15202,12.0,False
0228C00025000000,0228C00025000000,0228C00025000000,29403612,40.491889,-79.872086,235 Alpha Dr,15238,17.5,False
0944F00156000000,0944F00156000000,0944F00156000000,29000115,40.585266,-80.043217,9758 Perry Hwy,15090,9.0,False
0079C00324000000,0079C00324000000,0079C00324000000,28940160,40.479758,-79.970223,200 Lincoln Ave,15209,18.0,False
0079B00041000000,,0079B00041000000,28939841,40.480894,-79.97539,139-141 Howard St,15209,12.0,False
1348F00014000000,1348F00014000000,1348F00014000000,28883118,40.614675,-80.058923,8500 Brooktree Rd,15090,19.5,False
0119S00240000000,0119S00240000000,0119S00240000000,28461017,40.482876,-79.953332,5301 Butler St,15201,20.0,False
1239G00190000000,,1239G00190000000,28281999,40.479321,-79.705297,2800-2822 Golden Mile Hwy,15239,17.0,False
1499C00022000000,1499C00022000000,1499C00022000000,28002178,40.627194,-80.054776,11676 Perry Hwy,15090,15.0,False
0079B00044000000,0079B00044000000,0079B00044000000,27934191,40.480975,-79.975218,201 North Ave,15209,20.25,False
0125J00120000000,,0125J00120000000,27743392,40.456332,-79.916123,6420 Penn Ave,15206,30.0,False
1658E00011000000,1658E00011000000,1658E00011000000,27597785,40.633934,-80.06519,6031 Wallace Road Ext,15090,23.0,False
0633R00275000000,0633R00275000000,0633R00275000000,27369715,40.490992,-79.788998,400 Railroad St,15235,11.355,False
0221M00086000000,0221M00086000000,0221M00086000000,27244700,40.503846,-79.950631,35 Wilson St,15223,10.48,False
1348D00003000000,1348D00003000000,1348D00003000000,26762427,40.617468,-80.052887,150 Lake Dr,15090,19.5,False
0051E00354000000,0051E00354000000,0051E00354000000,26746349,40.460017,-79.946307,4824 Liberty Ave,15224,15.0,False
0517D00120000000,0517D00120000000,0517D00120000000,26690031,40.547774,-80.019593,101 Corbett Ct,15237,12.0,False
0025G00025000000,0025G00025000000,0025G00025000000,26287816,40.459602,-79.973151,3000 Smallman St,15201,27.5,False
0342L00340000000,,0342L00340000000,26202947,40.514577,-80.15771,1352 5th Ave,15108,16.0,False
0024N00117000000,0024N00117000000,0024N00117000000,25838682,40.454292,-79.998262,707 East St,15212,21.0,False
2371G00001000000,2371G00001000000,2371G00001000000,25255170,40.673641,-80.10632,500 Commonwealth Dr,15086,18.0,False
1240R00050000000,,1240R00050000000,25018071,40.462359,-79.704666,2340-2388 Golden Mile Hwy,15239,18.0,False
0084C00252000000,,0084C00252000000,24947198,40.462219,-79.924171,6006-6012 Broad St,15206,23.64,False
0009D00129000000,0009D00129000000,0009D00129000000,24426309,40.451972,-79.983965,2020 Smallman St,15222,25.0,False
0715H00024000000,0715H00024000000,0715H00024000000,24009496,40.56486,-80.016704,8650 Babcock Blvd,15237,16.0,False
