PARCEL_ID,PARCEL_ID_FROM_ADDRESS,PARCEL_ID_FROM_GEOMETRY,LISTING_ID,LATITUDE,LONGITUDE,ADDRESS,ZIP_CODE,PRICE,IS_VACANT
1348R00062000000,1348R00062000000,1348S00384000000,23876794,40.609623,-80.053709,10521 Perry Hwy,15090,20.16,False
0169K00200000000,0169K00200000000,0169K00200000000,23222954,40.494663,-79.909812,307 23rd Street Ext,15215,23.0,False
1519G00180000000,,1519G00180000000,23177373,40.623829,-79.722072,1616-1710 Pacific Ave,15065,14.0,False
0049N00004000000,0049N00004000000,0049N00004000000,22953053,40.464787,-79.965969,3529 Butler St,15201,27.5,False
1240R00257000000,1240R00257000000,1240R00257000000,22571620,40.464396,-79.706549,801 Presque Isle Dr,15239,10.0,False
0009A00160000000,0009A00160000000,0009B00211000000,22440606,40.450654,-79.99513,810 River Ave,15212,24.0,False
0120N00120000000,0120N00120000000,0120N00120000000,22160496,40.483446,-79.948814,450 56th St,15201,12.0,False
1824H00023000000,1824H00023000000,1824H00023000000,21208755,40.643606,-80.069462,103 Bradford Rd,15090,23.0,False
0498E00094000000,0498E00094000000,0498E00094000000,20846949,40.459172,-80.194856,1000 Commerce Dr,15275,26.0,False
0715L00137000000,0715L00137000000,0715L00137000000,18805388,40.562688,-80.021333,5800 Corporate Dr,15237,24.75,False
1212J00127000000,,1212J00127000000,18313620,40.602431,-79.945527,4960 William Flynn Hwy,15101,17.5,False
0450B00076000000,,0450B00076000000,18044513,40.461867,-79.825026,230 Rodi Rd,15235,5.0,False
1241K00138000000,,1241K00138000000,17637449,40.457154,-79.709835,2035-2075 Golden Mile Hwy,15239,18.0,False
0533B00301000000,0533B00301000000,0533A00058000000,17388399,40.519246,-79.812897,1967 Eastern Ave,15147,6.95,False
0048K00325000000,0048K00325000000,0048K00325000000,17250445,40.465035,-79.976371,600 Waterfront Dr,15222,22.5,False
0074P00160000000,0074P00160000000,0074P00168000000,17100923,40.473872,-80.060929,50 Angelina Ave,15136,14.5,False
1212N00049000000,,1212N00049000000,17093396,40.599997,-79.946591,4848 William Flynn Hwy,15101,25.0,False
0719E00221000000,0719E00221000000,0719E00221000000,16172202,40.566192,-79.963547,4074 Mt Royal Blvd,15101,20.53,False
1241N00052000000,1241N00052000000,1241J00223000000,16135075,40.455029,-79.712892,780 Pine Valley Dr,15239,8.5,False
1824M00010000000,1824M00010000000,1824M00010000000,15557645,40.642246,-80.068326,100 Bradford Rd,15090,24.0,False
0944G00384000000,,0944G00384000000,15451158,40.586497,-80.038424,9800 Mcknight Rd,15237,15.0,False
0825S00340000000,0825S00340000000,0825S00340000000,14558469,40.570101,-80.036745,8980 Perry Hwy,15237,17.75,False
0025K00050000000,0025K00050000000,0025K00050000000,13328164,40.455599,-79.978881,211 26th St,15222,27.5,False
0025F00288000000,0025F00288000000,0025F00288000000,13145321,40.458655,-79.97717,75 Hopper Pl,15222,38.75,False
0025F00290000000,0025F00290000000,0025F00290000000,13145181,40.459144,-79.976768,2865 Railroad St,15222,37.0,False
0025C00234000000,,0025C00234000000,13059866,40.46047,-79.970959,3117-3127 Penn Ave,15201,15.0,False
0498K00126000000,0498K00126000000,0498K00126000000,12704108,40.456953,-80.191967,2000 Cliff Mine Rd,15275,18.25,False
0083P00241000000,0083P00241000000,0083P00241000000,12515494,40.463156,-79.925274,211 N Whitfield St,15206,26.5,False
0355K00310000000,,0355K00310000000,12372400,40.525824,-79.962089,1700-1730 Mt Royal Blvd,15116,12.0,False
0163C00064000000,0163C00064000000,0163C00064000000,12058197,40.499384,-80.00708,4501 Peoples Rd,15237,33.335,False
2180D00003000000,2180D00003000000,2180D00003000000,9723643,40.665603,-80.100269,100 Allegheny Dr,15086,18.5,False
,,,8893117,40.455999,-79.71391,777-785 Pine Valley Dr,15239,12.0,False
0168K00252000000,0168K00252000000,0168K00230000000,8506007,40.496302,-79.924788,1600 Marys Ave,15215,11.25,False
1824H00022000000,1824H00022000000,1824H00022000000,8457223,40.643043,-80.069103,101 Bradford Rd,15090,22.5,False
9910X00186000000,9910X00186000000,9910X00186000000,6924833,40.457599,-80.191092,1000 Cliff Mine Rd,15275,18.25,False
1679A00287000000,1679A00287000000,1679A00288000000,6418375,40.636289,-79.712777,2801 Freeport Rd,15065,16.5,False
1679E00072000000,,1679E00072000000,4222707,40.634061,-79.71321,2604-2620 Freeport Rd,15065,10.0,False
1077J00325000000,,1077J00325000000,4115979,40.593565,-79.948147,4707-4711 Route 8,15101,17.0,False
0363F00290000000,0363F00290000000,0363F00290000000,4115168,40.518175,-79.844571,521 Cedar Way,15139,14.0,False
0363K00214000000,0363K00214000000,0363K00214000000,4026390,40.515888,-79.843872,333 Allegheny Ave,15139,17.0,False
0363K00263000000,0363K00263000000,0363K00263000000,4025448,40.514431,-79.844004,215 Allegheny Ave,15139,15.5,False
0449N00348000000,0449N00348000000,0449N00348000000,3938009,40.464052,-79.829278,10 Duff Rd,15235,15.5,False
1998C00005000000,,1998C00005000000,3938005,40.65393,-80.086721,1 Williamsburg Pl,15086,15.0,False
0715L00234000000,0715L00234000000,0715L00234000000,3937818,40.564045,-80.024152,5500 Corporate Dr,15237,24.75,False
0715L00207000000,0715L00207000000,0715L00207000000,3937817,40.564043,-80.022507,5700 Corporate Dr,15237,24.75,False
0227S00100000000,,0227S00100000000,3926947,40.492372,-79.869883,230-246 Alpha Dr,15238,15.0,False
1998H00008000000,1998H00008000000,1998H00008000000,38508419,40.65348,-80.084899,16087 Perry Hwy,15086,,False
0026M00065000000,0026M00065000000,0026M00065000000,38422712,40.455434,-79.952483,450 Melwood Ave,15213,,False
0624B00050000000,0624B00050000000,0624B00050000000,38342571,40.558017,-79.82646,460 Nixon Rd,15024,,True
0080G00078000000,0080G00078000000,0080G00078000000,38306707,40.47741,-79.956839,4911 Butler St,15201,,False
0080G00078000000,0080G00078000000,0080G00077000000,38306520,40.477323,-79.95703,4907 Butler St,15201,,False
0413G00125000000,0413G00125000000,0413G00125000000,38242800,40.46036,-80.175147,1000 GSK Dr,15108,,False
0125A00269000000,0125A00269000000,0125A00269000000,38236091,40.46138,-79.914574,204 Auburn St,15206,,False
1242F00326000000,,1242F00326000000,37837146,40.450089,-79.712533,700 Plum Industrial Ct,15239,,False
1043D00010000000,,1043D00010000000,37764782,40.462136,-80.266953,755 Route 30,15126,,False
0084J00234000000,0084J00234000000,0084J00235000000,37709244,40.45667,-79.930393,5817 Ellsworth Ave,15232,,False
0521F00193000000,0521F00193000000,0521F00193000000,37585102,40.54731,-79.960173,3114 William Flynn Hwy,15101,,False
1223P00245000000,1223P00245000000,1223P00245000000,37563510,40.600709,-79.758211,100 Tripak Industries Blvd,15084,,False
0363R00099000000,0363R00099000000,0363R00099000000,37560932,40.512313,-79.837876,621 Plum St,15139,,False
0125F00128000000,0125F00128000000,0125F00128000000,37336881,40.458076,-79.910544,6601 Hamilton Ave,15206,,False
0048M00155000000,0048M00155000000,0048M00122000000,37107595,40.465846,-79.9691,31 35th St,15201,,False
1205H00363000000,1205H00363000000,1205H00363000000,36879336,40.605986,-80.051984,10431 Perry Hwy,15090,,False
0292N00294000000,0292N00294000000,0292N00294000000,36848523,40.491754,-79.863101,221 7th St,15238,,False
0431P00081000000,0431P00081000000,0431P00081000000,36735271,40.532408,-80.010291,4932 Mcknight Rd,15237,,False
0083P00384000000,0083P00384000000,0083P00384000000,36515790,40.462558,-79.927368,5807-5845 Penn Ave,15206,,False
1465G00011000000,,1465G00011000000,36430509,40.452257,-80.322182,100 Innovation Ridge,15126,,False
1212J00229000000,,1212J00229000000,36334811,40.601534,-79.947739,4873 William Flynn Hwy,15101,,False
0021E00080000000,0021E00080000000,0021E00080000000,36287045,40.457662,-80.04518,2707 W Carson St,15204,,False
0344D00016000000,0344D00016000000,0344D00016000000,36227854,40.530418,-80.133489,211 Overlook Dr,15143,,False
0634H00183000000,0634H00183000000,0634H00183000000,36198023,40.478109,-79.785327,7345 Saltsburg Rd,15235,,False
0043L00100000000,,0043L00100000000,36180433,40.465335,-80.056544,136 McKees Rocks Plz,15136,,False
0121K00075000000,0121K00075000000,0121K00075000000,35843818,40.486537,-79.926762,1800 Morningside Ave,15206,,False
0167B00150000000,,0167B00150000000,35415813,40.500636,-79.943302,550-560 Butler St,15223,,False
0634M00121000000,,0634M00121000000,35394871,40.476141,-79.784721,2820 Universal Rd,15235,,False
0699R00046000000,0699R00046000000,0699R00046000000,35278689,40.523153,-80.224942,993 Brodhead Rd,15108,,False
0275S00152000000,0275S00152000000,0275S00162000000,35218391,40.512485,-80.103472,8324 Ohio River Blvd,15202,,False
0227S00100000000,,0227S00100000000,35171442,40.492372,-79.869883,230-246 Alpha Dr,15238,,False
0025N0010100A200,0025N0010100A200,,35001087,40.455108,-79.979713,2550 Smallman St,15222,,False
1832L00009000000,1832L00009000000,1832L00009000000,34834422,40.640921,-79.937796,5670 William Flynn Hwy,15044,,False
0051P00013000G00,0051P00013000G00,0051P00013000200,34440319,40.454512,-79.944117,5051 Centre Ave,15213,,False
0498K00126000000,0498K00126000000,0498K00126000000,34245529,40.456953,-80.191967,2000 Cliff Mine Rd,15275,,False
0119S00242000000,0119S00242000000,0119S00242000000,33991764,40.481833,-79.953496,5255 Butler St,15201,,False
0212J00125000000,0212J00125000000,0212J00125000000,33970318,40.505443,-80.116317,3800 Neville Rd,15225,,False
0074F00211000000,0074F00211000000,0074F00211000000,33639625,40.477828,-80.061734,149 Nichol Ave,15136,,True
1242A00099000000,1242A00099000000,1242A00099000000,33599128,40.451228,-79.713984,1901 Golden Mile Hwy,15239,,True
0119S00240000000,0119S00240000000,0119S00240000000,33595095,40.482876,-79.953332,5301 Butler St,15201,,False
0049F00294000000,0049F00294000000,0049F00294000000,33583376,40.468964,-79.958916,4110 Davison St,15201,,False
0049F00294000000,0049F00294000000,0049F00294000000,33583162,40.46911,-79.95879,4110 Davison St,15201,,False
0692D00005000000,0692D00005000000,0692D00005000000,33282648,40.462348,-80.218759,2000 McClaren Woods Dr,15108,,False
0335B00014000000,,0335B00014000000,32174614,40.452083,-80.158878,1500 Robinson Center Dr,15205,,False
1998A00005000000,1998A00005000000,1998A00005000000,32125162,40.654549,-80.097001,100 Global View Dr,15086,,False
0009D00149000000,0009D00149000000,0009D00149000000,32083516,40.452073,-79.982991,2111 Penn Ave,15222,,False
0084G00196000000,0084G00196000000,0084G00196000000,31878790,40.458495,-79.922329,236 Shady Ave,15206,,False
0343L00136000000,0343L00136000000,0343L00136000000,31833586,40.524835,-80.155897,12 South Ave,15143,,False
0084C00055000000,,0084C00055000000,31783327,40.459833,-79.923242,6015-6217 Spirit St,15206,,False
0336R00025000000,,0336R00025000000,31511247,40.452907,-80.15772,1000 Robinson Center Dr,15205,,False
2372G00006000000,,2372G00006000000,31446953,40.673641,-80.087594,850 Cranberry Woods Dr,16066,,False
0714D00384000000,0714D00384000000,0714D00384000000,31012614,40.569875,-80.035912,125 Hillvue Ln,15237,,False
2371L00002000000,2371L00002000000,2371L00002000000,30790165,40.670521,-80.105689,161 Thorn Hill Rd,15086,,False
,,,29931534,40.458517,-80.230684,15 McClaren Rd,15108,,False
0715L00137000000,0715L00137000000,0715L00137000000,29823414,40.562688,-80.021333,5800 Corporate Dr,15237,,False
1348F00002000000,1348F00002000000,1348F00002000000,29637522,40.613575,-80.0604,7000 Brooktree Rd,15090,,False
0168K00218000000,0168K00218000000,0168K00218000000,29497291,40.495767,-79.924868,1601 Marys Ave,15215,,False
,,,29230328,40.615265,-79.900677,4431 Gibsonia Rd,15044,,False
0084B00223000000,0084B00223000000,0084B00223000000,29169515,40.460635,-79.926806,5933 Baum Blvd,15206,,False
0074G00268000000,0074G00268000000,0074G00268000000,29121200,40.476892,-80.056888,400 Graham St,15136,,False
0074F00211000000,0074F00211000000,0074B00080000000,28816496,40.481093,-80.060116,149 Nichol Ave,15136,,False
0450G00317000000,0450G00317000000,0450G00317000000,28676735,40.458345,-79.824567,1000 Integrity Dr,15235,,False
0051N00048000000,0051N00048000000,0051N00048000000,28651289,40.454507,-79.948427,4749 Baum Blvd,15213,,False
0041D00360000000,0041D00360000000,0041D00360000000,28616416,40.4519,-80.049285,1530 Chartiers Ave,15204,,False
0023N00187000000,0023N00187000000,0023N00187000000,28364793,40.45463,-80.015425,1201 Brighton Rd,15233,,False
1998A00005000000,1998A00005000000,1998A00005000000,28315246,40.654549,-80.097001,100 Global View Dr,15086,,False
0611G00105000000,0611G00105000000,0611G00105000000,27879384,40.555735,-80.037969,8150 Perry Hwy,15237,,False
0624B00050000000,0624B00050000000,0624B00050000000,27848884,40.556364,-79.825428,460 Nixon Rd,15024,,False
0165A00005000000,0165A00005000000,0165A00005000000,27801714,40.501095,-79.981406,1717 Babcock Blvd,15209,,False
0228J00150000000,0228J00150000000,0228J00150000000,27031754,40.485526,-79.882441,300 Chapel Harbor Dr,15238,,False
1348F00011000000,1348F00011000000,1348F00011000000,26679272,40.614929,-80.060186,5500 Brooktree Rd,15090,,False
0601M00387000000,,0601M00387000000,25552360,40.555631,-80.206018,Buncher Commerce Park – Youngwood,15056,,True
1212J00103000000,,1212J00103000000,24419128,40.601149,-79.946796,4906 William Flynn Hwy,15101,,False
0083N00125000100,,0083N00125000100,24418816,40.462163,-79.928691,141 South St Clair St,15206,,False
0923F00025000000,,0923F00025000000,24358959,40.507699,-80.257745,International Dr,15108,,False
0611G00067000000,0611G00067000000,0611G00067000000,22282351,40.556176,-80.038712,8162 Perry Hwy,15237,,False
0109E00197000000,0109E00197000000,0109F00091000000,22258553,40.469709,-80.094644,1800 Mckees Rocks Rd,15136,,True
0427L00240000000,0427L00240000000,0427L00240000000,21874338,40.53486,-80.07083,107 Mount Nebo Pointe Dr,15237,,False
0693F00125000000,0693F00125000000,1179L00225000000,21789178,40.467826,-80.22443,1001 Blue Sky Ln,15108,,False
0693G00100000000,0693G00100000000,1179L00225000000,21789165,40.46947,-80.224974,1000 Blue Sky Ln,15108,,False
2181A00001000000,2181A00001000000,2181A00001000000,21642614,40.664573,-80.098338,300 Allegheny Dr,15086,,False
0698H00136000000,,0698H00136000000,21589778,40.517965,-80.216254,2830-2832 Gracy Center Way,15108,,False
0110J00365000000,,0110J00365000000,19932759,40.474006,-80.097589,500- Pine Hollow Rd,15136,,False
0352C00235000000,0352C00235000000,0352C00235000000,19255318,40.52862,-80.006591,4850 McKnight Rd,15237,,False
1348L00250000000,,1348L00250000000,18854129,40.612568,-80.057399,150 N Meadows Dr,15090,,False
0924R00204000000,0924R00204000000,0924R00204000000,17993762,40.512291,-80.257567,571 Moon Clinton Rd,15108,,False
0441F00020000000,0441F00020000000,0441F00020000000,17878393,40.536505,-79.843103,2585 Freeport Rd,15238,,False
0717A00236000000,0717A00236000000,0717A00236000000,14756814,40.567348,-79.999474,1701 Duncan Ave,15101,,False
0222A00212000000,0222A00212000000,0222A00212000000,14051684,40.512036,-79.944256,880 Butler St,15223,,False
0335A00025000000,,0335A00025000000,14034025,40.454485,-80.163258,1000-1450 Park Manor Blvd,15205,,False
1506P00348000000,1506P00348000000,1506P00348000000,14033969,40.619643,-79.94743,5375 William Flynn Hwy,15044,,False
0084B00173000C00,0084B00173000C00,0084B00173000000,9895654,40.462052,-79.92746,5830 Penn Ave,15206,,False
0119S00220000000,,0119S00220000000,3938186,40.483817,-79.950689,100 55th St,15201,,False
0275S00152000000,0275S00152000000,0275S00162000000,35254255,40.512444,-80.103555,8324 Ohio River Blvd,15202,,True
0026S00169000000,,0026S00169000000,38821181,40.452511,-79.950484,4631-4653 Centre Ave,15213,28.0,False
0276C00142000000,0276C00142000000,0276C00142000000,38686948,40.518447,-80.090102,325 Camp Horne Rd,15202,25.0,False
0364K00106000000,,0364K00106000000,38579500,40.506479,-79.843618,312-314 Center Ave,15147,19.04,False
1077J00162000000,1077J00162000000,1077J00167000000,38410606,40.593578,-79.946594,4706 Route 8,15101,13.5,False
1469A00391000000,,1469A00391000000,37690689,40.491351,-80.332838,1728-1730 Route 30,15026,15.0,False
0285C00150000000,0285C00150000000,0285C00150000000,37600629,40.519509,-79.939043,1044 Saxonburg Blvd,15116,10.5,False
0733C00050000000,0733C00050000000,0733C00050000000,36963353,40.539706,-79.773625,999 Sherosky Way,15144,6.5,False
0944F00210000000,0944F00210000000,0944F00210000000,36750420,40.586196,-80.043168,30 Pine Creek Rd,15090,13.49,False
0532E00144000000,,0532E00144000000,36725194,40.527304,-79.812094,364 Route 909,15147,21.12,False
0955N00359000000,0955N00359000000,0955N00359000000,35671189,40.581422,-79.866588,928 Route 910,15024,21.5,False
1367K00048000000,1367K00048000000,1367K00048000000,34590870,40.613204,-79.743184,1000-1010 Broadview Blvd,15014,11.85,False
0595B00271000000,0595B00271000000,0595B00271000000,33622605,40.501024,-80.211114,410 Rouser Rd,15108,18.5,False
0051K00262000000,0051K00262000000,0051K00262000000,32198805,40.455258,-79.943611,5102 Baum Blvd,15224,12.0,False
0085A00042000000,,0085A00042000000,30681734,40.45142,-79.932659,5528 Walnut St,15232,20.0,False
0022S00126000000,0022S00126000000,0022S00126000000,29693898,40.453125,-80.018325,939 W North Ave,15233,14.0,False
2378H00036000000,2378H00036000000,2378H00036000000,29130333,40.672868,-79.986394,74 Dambach Ave,16059,13.0,False
2180M00001100000,2180M00001100000,2180M00001100000,28816243,40.659208,-80.100359,1000 Ericsson Dr,15086,25.5,False
0167F00232000000,,0167F00232000000,28127300,40.496735,-79.944363,3 Walnut St,15223,9.66,False
0023S00133000000,0023S00133000000,0023S00133000000,28110121,40.453375,-80.000303,505-507 E Ohio St,15212,21.0,False
1345S00010000000,,1345S00010000000,25762925,40.60919,-80.10355,2000 Georgetowne Dr,15143,26.0,False
0167M00395000000,0167M00395000000,0167M00395000000,25472878,40.494403,-79.93649,413 S Main St,15215,9.0,False
0047R00099000000,0047R00099000000,0047R00099000000,25294679,40.46303,-79.98747,1430 High St,15212,6.0,False
0051A00137000000,,0051A00137000000,25247344,40.46117,-79.94754,4765 Liberty Ave,15224,25.0,False
,,,24821416,40.463744,-80.053539,53 Bagdad,15204,0.28,True
0125J00037000000,0125J00037000000,0125J00037000000,17372361,40.455901,-79.914554,6515 Penn Ave,15206,40.0,False
0273E00255000000,0273E00255000000,0273E00255000000,15420083,40.517408,-80.148123,7500 Grand Ave,15225,15.0,False
0697L00223000000,,0697L00223000000,13415632,40.505687,-80.223602,8754 University Blvd,15108,1.76,True
0698C00255000000,0698C00255000000,0698C00255000000,12969925,40.520138,-80.223701,962 Brodhead Rd,15108,19.64,False
0160F00117000000,,0160F00117000000,11982480,40.497894,-80.059586,640-658 Lincoln Ave,15202,28.36,False
0918A00070000000,,0918A00070000000,8269322,40.460785,-80.265523,753 US Route 30 W,15126,6.35,False
0362N00114000000,0362N00114000000,0362N00114000000,6739457,40.52232,-79.846188,140 Pennsylvania Ave,15139,7.5,False
0845K00058000000,0845K00058000000,0845K00058000000,4064794,40.542922,-79.756531,130 Entrance Dr,15068,6.25,False
0292L00300000000,0292L00300000000,0292L00300000000,3938284,40.494851,-79.857239,500 Fountain St,15238,5.0,False
0429D00356000000,0429D00356000000,0429D00356000000,38626178,40.539982,-80.035972,1014 Perry Hwy,15237,,False
0704A00201000000,,0704A00201000000,38533111,40.569556,-80.222431,920 Riverside Pl,15056,,False
0213G00201000000,0213G00201000000,0213G00201000000,38520216,40.507113,-80.090294,35 Herron Ave,15202,,False
0084B00173000A00,0084B00173000A00,0084B00173000000,38490641,40.462052,-79.92746,5836 Penn Ave,15206,,False
0023L00083000000,0023L00083000000,0023L00083000000,38486047,40.455579,-80.007118,4 W North Ave,15212,,False
0352C00252000000,0352C00252000000,0352C00240000000,38433856,40.528715,-80.007036,4846 McKnight Rd,15237,,False
0049M00288000000,0049M00288000000,0049M00288000000,38189462,40.464952,-79.951908,4433 Howley St,15224,,False
0050L00306000000,0050L00306000000,0050L00306000000,38115336,40.465069,-79.938689,5231 Penn Ave,15224,,False
0601B00161000000,0601B00161000000,0601B00161000000,38009776,40.558879,-80.210572,583 Avenue B,15056,,False
0279H00320000000,0279H00320000000,0279G00001000000,37974670,40.516427,-80.038943,996 West View Park Dr,15229,,False
0529J00075000000,,0529J00075000000,37929189,40.543612,-79.830343,3190 William Pitt Way,15238,,False
0442A00096000000,0442A00096000000,0442A00096000000,37840946,40.538914,-79.832018,2825 Freeport Rd,15238,,True
0160L00092000000,0160L00092000000,0160L00092000000,37808043,40.496233,-80.057272,547 Lincoln Ave,15202,,False
,,,37704923,40.515992,-80.268378,702 Hookstown Grade Rd,15026,,True
0350S00280000000,0350S00280000000,0350S00280000000,37692385,40.521579,-80.034576,513 Perry Hwy,15229,,False
0342E00352000000,0342E00352000000,0342E00352000000,37521116,40.518225,-80.162868,1017 4th Ave,15108,,False
0049S00021000000,0049S00021000000,0049S00021000000,37046082,40.464645,-79.952806,4411 Howley St,15224,,False
0119R00016000000,0119R00016000000,0119R00016000000,36429286,40.482676,-79.955543,28 Mccandless Ave,15201,,False
0174A00172000000,0174A00172000000,0174A00187000000,36360469,40.460933,-79.896934,7109 Hermitage St,15208,,False
0226H00150000000,,0226H00150000000,36248387,40.508236,-79.867323,267-271 Kappa Dr,15238,,False
0839S00016000000,0839S00016000000,0839S00016000000,35540127,40.570457,-79.802452,2025-2031 Pittsburgh Mills Blvd,15084,,False
0175A00122000000,0175A00122000000,0175A00122000000,35346457,40.450729,-79.895761,7415 Thomas Blvd,15208,,False
1076S00080000000,,1076S00080000000,34302782,40.589643,-79.949204,4613 William Flynn Hwy,15101,,True
0369C00333000000,0369C00333000000,0369C00333000000,34244885,40.461977,-79.840368,10770 Frankstown Rd,15235,,True
0169K00200000000,0169K00200000000,0169K00200000000,33910033,40.494663,-79.909812,307 23rd Street Ext,15215,,False
1241K00221000000,1241K00221000000,1241K00221000000,33743729,40.455389,-79.711092,2005 Golden Mile Hwy,15239,,False
0084H00174000000,,0084H00174000000,33622699,40.459124,-79.917255,6343-6401 Penn Ave,15206,,False
0084C00055000000,,0084C00055000000,33296484,40.460121,-79.923468,6105 Spirit St,15206,,False
0020A00125000000,0020A00125000000,0020B00294000000,32734929,40.451642,-80.044329,286-300 Corliss St,15220,,False
0601B00101000000,,0601B00101000000,32596632,40.557686,-80.209452,13 Avenue B,15056,,False
1223S00163000000,,1223S00163000000,32031140,40.60021,-79.75257,301 E 1st Ave,15084,,False
1218D00026000000,1218D00026000000,1218D00026000000,31764369,40.608292,-79.832536,908 Little Deer Creek Valley Rd,15076,,False
0083R00350000000,0083R00350000000,0083R00350000000,30449092,40.464389,-79.924222,5913 Station St,15206,,True
0024L00130000000,0024L00130000000,0024L00130000000,29517871,40.456987,-79.987355,1080 River Ave,15212,,False
0051L00227000000,0051L00227000000,0051L00220000000,29144985,40.457061,-79.939082,5335 Baum Blvd,15224,,False
0601B00040000000,,0601B00040000000,28859702,40.55997,-80.209684,533 Avenue A,15056,,False
0024H00138000000,,0024H00138000000,27572916,40.459313,-79.98379,1500 River Ave,15212,,True
0051L00190000000,,0051L00190000000,27308873,40.457596,-79.938054,5401 Baum,15232,,True
1223G00240000000,,1223G00240000000,26393124,40.605407,-79.756291,Grandview Ave,15084,,False
0840K00050000000,,0840K00050000000,26325130,40.573503,-79.792605,100-590 Pittsburgh Mills Cir,15084,,True
0607K00124000000,,0607K00124000000,25512076,40.553047,-80.110608,1723 Mount Nebo Rd,15143,,True
0228E00130000000,,0228E00130000000,24490951,40.488351,-79.881614,1101-1155 Freeport Rd,15238,,False
0498M00025000000,,0498M00025000000,23888521,40.45687,-80.185291,1000-2000 Casteel Dr,15108,,True
0051N00145000000,0051N00145000000,0051N00145000000,23640186,40.454226,-79.947849,4764 Baum Blvd,15213,,False
0049J00089000000,0049J00089000000,0049J00089000000,21228051,40.466872,-79.96461,3725 Butler St,15201,,False
0049J00211000000,0049J00211000000,0049J00211000000,20992923,40.466181,-79.964416,3706 Butler St,15201,,False
0944L00377000000,,0944L00377000000,19531568,40.584674,-80.039674,9805 McKnight Rd,15237,,False
0022K00348000002,0022K00348000002,,17844790,40.45589,-80.02526,1546 Fulton St,15233,,False
1346F00055000000,,1346F00055000000,17040067,40.615459,-80.091265,2600-2650 Brandt School Rd,15090,,False
0365F00325000000,,0365F00325000000,16844667,40.498409,-79.844945,74-200 Allegheny River Blvd,15147,,False
2204E00290000000,,2204E00290000000,14961223,40.663675,-79.715362,Alter Rd,15065,,False
2204E00290000000,,2204E00290000000,14897933,40.66422,-79.714229,Alter Rd,15065,,True
1658F00010000000,,1658F00010000000,5863083,40.631531,-80.06005,12001-12083 Perry Hwy,15090,,False
2007M00301000000,,2007M00301000000,36631538,40.650208,-79.935935,3621 Bakerstown Rd,15044,0.76,True
